"","Media","Sample","MaxGrowthRate","DoubleTime","SaturationTime"
"26","SC+CASE+GAL","YEL035C",2.15134060556181e-06,89.498093882067,17.25
"27","SC+CASE+GAL","YEL035C",1.94235431053298e-06,99.1275806091429,15.5
"28","SC+CASE+GAL","YEL035C",1.98417387749802e-06,97.0383118497972,15.5
"29","SC+CASE+GAL","YEL035C",1.91671996534518e-06,100.453319718094,18.75
"30","SC+CASE+GAL","YEL035C",1.98623664903631e-06,96.9375343981751,15.75
"31","SC+CASE+GAL","YEL035C",1.88232753626152e-06,102.288724879028,19.75
"32","SC+CASE+GAL","YEL035C",1.96214474136946e-06,98.1277677580968,15.75
"33","SC+CASE+GAL","YEL035C",2.10074783452893e-06,91.6534961141818,17
"34","SC+CASE+GAL","YEL035C",1.97530582790574e-06,97.4739611298616,24.25
"35","SC+CASE+GAL","YEL035C",1.99558766608224e-06,96.4833000130093,17
"36","SC+CASE+GAL","YEL035C",1.98431142374503e-06,97.0315854582379,22.25
"37","SC+CASE+GAL","YPR126C",8.62944524297665e-07,223.120812598677,21
"38","SC+CASE+GAL","YPR126C",1.91556789185019e-06,100.513735017193,15.75
"39","SC+CASE+GAL","YPR126C",1.87299644515337e-06,102.798317630073,15.5
"40","SC+CASE+GAL","YPR126C",1.93850352397406e-06,99.3244949558574,15.75
"41","SC+CASE+GAL","YPR126C",1.92545969600678e-06,99.9973584947974,17
"42","SC+CASE+GAL","YPR126C",1.9081311583368e-06,100.905476359759,17.25
"43","SC+CASE+GAL","YPR126C",1.94063318310601e-06,99.2154958314736,17.25
"44","SC+CASE+GAL","YPR126C",1.93029860891606e-06,99.7466830258937,17
"45","SC+CASE+GAL","YPR126C",1.87067928941651e-06,102.925650900284,20.25
"46","SC+CASE+GAL","YPR126C",2.04572824628282e-06,94.1185046639157,14.25
"47","SC+CASE+GAL","YPR126C",1.96747610533015e-06,97.8618662596487,18.25
"48","SC+CASE+GAL","YPR126C",1.95547551866907e-06,98.4624361955296,15.75
"49","SC+GAL","BLANK",2.45650180484784e-28,7.83801107366985e+23,0
"50","SC+GAL","GEV",1.77178327951079e-06,108.670674182023,24.25
"51","SC+GAL","GEV",1.79696629067909e-06,107.147743665303,24.25
"52","SC+GAL","GEV",1.91236116745512e-06,100.682280505151,24.25
"53","SC+GAL","GEV",1.84292942148961e-06,104.475451552152,24.25
"54","SC+GAL","GEV",1.82904262220723e-06,105.268669604058,24.25
"55","SC+GAL","GEV",1.90998121862729e-06,100.807736542694,24.25
"56","SC+GAL","GEV",2.1739068348416e-06,88.5690593557122,24.25
"57","SC+GAL","GEV",2.28816452432399e-06,84.1464332840127,24.25
"58","SC+GAL","GEV",2.05010900265694e-06,93.9173884117093,24.25
"59","SC+GAL","MEDIA",4.60493074533117e-06,41.8118955825962,22.5
"60","SC+GAL","MEDIA",3.33336164789248e-07,577.617743969089,13.75
"61","SC+GAL","MEDIA",1.51131475267758e-06,127.399592406381,13.75
"62","SC+GAL","MEDIA",1.17395182929609e-06,164.010889275008,17
"63","SC+GAL","MEDIA",1.74263075985944e-06,110.488628987821,14
"64","SC+GAL","YBR196C-A",2.1164518576939e-06,90.9734293217834,24.25
"65","SC+GAL","YBR196C-A",1.79481491061349e-06,107.276177811037,24.25
"66","SC+GAL","YBR196C-A",1.93729237750104e-06,99.3865901321704,24.25
"67","SC+GAL","YBR196C-A",1.84430985473906e-06,104.397253527724,24.25
"68","SC+GAL","YBR196C-A",1.85799973593893e-06,103.628046745429,24.25
"69","SC+GAL","YBR196C-A",1.86887589582577e-06,103.024970207451,24.25
"70","SC+GAL","YBR196C-A",2.25501993732931e-06,85.3832289025814,24.25
"71","SC+GAL","YBR196C-A",8.38031721866746e-06,22.9753693642983,24.25
"72","SC+GAL","YBR196C-A",2.41996156179508e-06,79.5636123021934,24.25
"73","SC+GAL","YEL035C",2.20023894518024e-06,87.5090789164723,24.25
"74","SC+GAL","YEL035C",2.11451586253959e-06,91.056722202891,24.25
"75","SC+GAL","YEL035C",1.90526565441612e-06,101.057237368759,24.25
"76","SC+GAL","YEL035C",2.03247449241273e-06,94.7322508634833,24.25
"77","SC+GAL","YEL035C",1.86365330777039e-06,103.313681083325,24.25
"78","SC+GAL","YEL035C",2.07630664031634e-06,92.7323930628757,24.25
"79","SC+GAL","YEL035C",1.96621705949118e-06,97.924531047808,24.25
"80","SC+GAL","YEL035C",2.09569770744588e-06,91.8743589806813,24.25
"81","SC+GAL","YEL035C",2.93614592070252e-06,65.5760608256162,24.25
"82","SC+GAL","YEL035C",2.35272143417237e-06,81.8375183276233,24.25
"83","SC+GAL","YEL035C",2.18698182583624e-06,88.0395443685277,24.25
"84","SC+GAL","YEL035C",2.47630005592868e-06,77.7534544038387,24.25
"85","SC+GAL","YPR126C",1.88843437789157e-06,101.957942379679,24.25
"86","SC+GAL","YPR126C",1.66047335480465e-06,115.955418936262,24.25
"87","SC+GAL","YPR126C",1.78773541712299e-06,107.700995149903,24.25
"88","SC+GAL","YPR126C",1.78167022469202e-06,108.067632730494,24.25
"89","SC+GAL","YPR126C",1.94828461829272e-06,98.8258500226713,24.25
"90","SC+GAL","YPR126C",1.81998252300567e-06,105.792710124983,24.25
"91","SC+GAL","YPR126C",1.96485411756542e-06,97.9924574387457,24.25
"92","SC+GAL","YPR126C",1.88220188540012e-06,102.295553406028,24.25
"93","SC+GAL","YPR126C",2.21774606362908e-06,86.8182731316872,24.25
"94","SC+GAL","YPR126C",2.51054728833602e-06,76.6927929951436,24.25
"95","SC+GAL","YPR126C",2.515270893219e-06,76.548766181786,24.25
"96","SC+GAL","YPR126C",2.08238017652441e-06,92.4619268179136,21.5
